ID	Quanto tempo de experiência na área de dados você tem?	Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?	Você está satisfeito na sua empresa atual?	Qual o principal motivo da sua insatisfação com a empresa atual?	Você participou de entrevistas de emprego nos últimos 6 meses?	Você pretende mudar de emprego nos próximos 6 meses?	Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?	Atualmente qual a sua forma de trabalho?	Qual a forma de trabalho ideal para você?	Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?	Sua empresa passu por Layoff em 2022?	Atuacao	Quais das linguagens listadas abaixo você utiliza no trabalho?
lhwyt4y6cpvyzsy5xjlhwyt485krjuhi	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Ambiente e clima de trabalho, Qualidade dos gestores e líderes	Modelo híbrido com dias fixos de trabalho presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
lhuozl2v8gdg0i7z2tsaplhuozl2vpcq	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
lhp05a4esox1hqaslhp0h6qokrxo8v3a												Buscando oportunidade na área de dados	
lhit1nnbhhd86rmlhitf0nzbfzrs92qp	Não tenho experiência na área de dados	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Sem oportunidade para desenvolvimento profissional	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário	Modelo 100% presencial	Modelo 100% remoto	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	Não utilizo nenhuma das linguagens listadas
lhaet8e7ipe0jmskp606lhaet8cr6a0i												Buscando oportunidade na área de dados	
lha971embfezo7mz63dcyglha971lxam	de 4 a 6 anos	Menos de 1 ano	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
lh9nmof5l2pxlg6ualh9d6z00ppncy32	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
lh6203pvmwnbv2el78agrlh6203bf7vz	Mais de 10 anos	de 7 a 10 anos	FALSE	Falta de maturidade analítica na empresa	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL, R, Python
lh4mps7o123dzxlh4mpsme2pgps3w2lk	Mais de 10 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Remuneração/Salário	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
lgwa3cqahm4twmyv5mrulgwa3cm8loco	de 1 a 2 anos	Menos de 1 ano	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	1
lgnozyjuwveljq2nxj9lgnozjzss6b7z	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
lg3tyid2r1u0z5flg3to4zi9q0uxq98v	de 7 a 10 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Outra atuação	Python, SQL
lfyn4mhz9jpumapwz5lfy9izcgvgcg3t	Mais de 10 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	O clima de trabalho/ambiente não é bom	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
lfuava4rd0ch5cu0xa0cjlfuava3aae8	de 4 a 6 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Análise de Dados	SQL, Python, R
lfct0nysuj12wqzvvflfct0nyqg7ckjc												Buscando oportunidade na área de dados	
lf6eb5hffavrza9a7elf6ekvnhui6its	de 1 a 2 anos	de 3 a 4 anos	TRUE		Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL, Python
lf5ojf8dgcqmdw8kuefllf5ojf8zv2ii	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de ajuste de nível de senioridade	Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL
lf2htf2vxzl1udp9y871z6lf2htf2dzh	de 1 a 2 anos	de 3 a 4 anos	FALSE	Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados	Modelo 100% presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
lesh6nw02i945gvqlesh6vk3d6q3ko95	de 4 a 6 anos	de 5 a 6 anos	FALSE	Gostaria de trabalhar em em outra área de atuação	Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado	Outra atuação	Python, JavaScript
les0xt2mnsr3squkxoyrles0xnsinrsi	de 1 a 2 anos	Menos de 1 ano	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Propósito do trabalho e da empresa	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
lejvxfcjaie7s5ap2al5oswiqlejvxfc	de 1 a 2 anos	de 1 a 2 anos	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
lejnibyb3tki9bulejnipoh7b9eg2197	de 1 a 2 anos	de 1 a 2 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto	Modelo 100% presencial	Modelo híbrido com dias fixos de trabalho presencial	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	R, SQL, Python
le5t4aufnuh4i3devsle5t4au7ml4efh	de 7 a 10 anos	Mais de 10 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
le0rzr8j3flhbbrv3le0rzrymyzm8ylo	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Plano de carreira e oportunidades de crescimento profissional	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido com dias fixos de trabalho presencial	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
lddtm0x331bzya97kbmlddtm0cdl1ka5	de 7 a 10 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Gestor	
